0,0.0
1,0.0
2,100.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,20.0
10,0.0
11,30.0
12,10.0
13,10.0
14,10.0
15,20.0
16,0.0
17,20.0
18,20.0
19,0.0
20,20.0
21,0.0
22,70.0
23,50.0
24,20.0
25,0.0
26,10.0
27,90.0
28,20.0
29,0.0
30,10.0
31,100.0
32,40.0
33,40.0
34,0.0
35,30.0
36,20.0
37,40.0
38,0.0
39,0.0
40,70.0
41,70.0
42,10.0
43,10.0
44,10.0
45,20.0
46,20.0
47,10.0
48,80.0
49,90.0
50,40.0
51,80.0
52,0.0
53,30.0
54,90.0
55,0.0
56,30.0
57,80.0
58,100.0
59,10.0
60,0.0
61,0.0
62,50.0
63,0.0
64,80.0
65,60.0
66,70.0
67,80.0
68,40.0
69,20.0
70,20.0
71,50.0
72,10.0
73,0.0
74,20.0
75,0.0
76,40.0
77,10.0
78,70.0
79,20.0
80,50.0
81,30.0
82,40.0
83,30.0
84,40.0
85,50.0
86,60.0
87,60.0
88,40.0
89,100.0
90,20.0
91,0.0
92,70.0
93,80.0
94,30.0
95,0.0
96,30.0
97,20.0
98,10.0
99,10.0
100,40.0
101,0.0
102,20.0
103,30.0
104,80.0
105,20.0
106,80.0
107,0.0
108,30.0
109,60.0
110,10.0
111,50.0
112,10.0
113,90.0
114,40.0
115,0.0
116,100.0
117,0.0
118,20.0
119,100.0
120,0.0
121,50.0
122,90.0
123,30.0
124,30.0
125,100.0
126,70.0
127,100.0
128,100.0
129,40.0
130,80.0
131,0.0
132,0.0
133,0.0
134,0.0
135,10.0
136,0.0
137,0.0
138,20.0
139,30.0
140,30.0
141,0.0
142,100.0
143,0.0
144,0.0
145,100.0
146,0.0
147,90.0
148,0.0
149,10.0
150,0.0
151,0.0
152,0.0
153,30.0
154,70.0
155,100.0
156,10.0
157,0.0
158,100.0
159,20.0
160,60.0
161,20.0
162,10.0
163,80.0
164,10.0
165,30.0
166,20.0
167,50.0
168,0.0
169,40.0
170,50.0
171,40.0
172,40.0
173,50.0
174,30.0
175,70.0
176,20.0
177,90.0
178,0.0
179,100.0
180,0.0
181,100.0
182,100.0
183,0.0
184,10.0
185,30.0
186,20.0
187,30.0
188,0.0
189,0.0
190,60.0
191,70.0
192,0.0
193,40.0
194,100.0
195,100.0
196,20.0
197,0.0
198,0.0
199,30.0
200,50.0
201,0.0
202,50.0
203,0.0
204,100.0
205,20.0
206,0.0
207,20.0
208,30.0
209,70.0
210,0.0
211,0.0
212,0.0
213,100.0
214,20.0
215,70.0
216,50.0
217,90.0
218,0.0
219,0.0
220,70.0
221,10.0
222,10.0
223,10.0
224,0.0
225,80.0
226,30.0
227,50.0
228,10.0
229,20.0
230,0.0
231,20.0
232,10.0
233,30.0
234,20.0
235,30.0
236,60.0
237,0.0
238,20.0
239,10.0
240,90.0
241,0.0
242,60.0
243,30.0
244,30.0
245,20.0
246,40.0
247,70.0
248,40.0
249,10.0
250,40.0
251,40.0
252,60.0
253,30.0
254,10.0
255,0.0
256,20.0
257,0.0
258,20.0
259,0.0
260,80.0
261,10.0
262,80.0
263,0.0
264,0.0
265,40.0
266,100.0
267,100.0
268,60.0
269,30.0
270,0.0
271,50.0
272,30.0
273,0.0
274,40.0
275,70.0
276,40.0
277,40.0
278,0.0
279,0.0
280,0.0
281,80.0
282,80.0
283,60.0
284,100.0
285,0.0
286,0.0
287,100.0
288,100.0
289,30.0
290,60.0
291,0.0
292,10.0
293,0.0
294,0.0
295,20.0
296,0.0
297,0.0
298,50.0
299,80.0
300,100.0
301,10.0
302,80.0
303,90.0
304,80.0
305,0.0
306,80.0
307,10.0
308,100.0
309,0.0
310,40.0
311,0.0
312,10.0
313,60.0
314,0.0
315,100.0
316,20.0
317,0.0
318,0.0
319,40.0
320,100.0
321,0.0
322,0.0
323,30.0
324,0.0
325,30.0
326,30.0
327,100.0
328,10.0
329,100.0
330,100.0
331,50.0
332,0.0
333,100.0
334,100.0
335,30.0
336,0.0
337,20.0
338,0.0
339,0.0
340,0.0
341,100.0
342,100.0
343,10.0
344,0.0
345,100.0
346,50.0
347,0.0
348,100.0
349,50.0
350,10.0
351,0.0
352,10.0
353,90.0
354,0.0
355,30.0
356,0.0
357,0.0
358,100.0
359,0.0
360,90.0
361,80.0
362,0.0
363,100.0
364,30.0
365,100.0
366,0.0
367,70.0
368,0.0
369,100.0
370,40.0
371,100.0
372,90.0
373,10.0
374,50.0
375,0.0
376,30.0
377,40.0
378,0.0
379,10.0
380,70.0
381,0.0
382,20.0
383,0.0
384,0.0
385,30.0
386,0.0
387,0.0
388,0.0
389,40.0
390,100.0
391,20.0
392,0.0
393,100.0
394,0.0
395,90.0
396,20.0
397,70.0
398,10.0
399,0.0
400,0.0
401,30.0
402,20.0
403,0.0
404,0.0
405,0.0
406,0.0
407,90.0
408,60.0
409,0.0
410,100.0
411,10.0
412,90.0
413,0.0
414,100.0
415,0.0
416,0.0
417,0.0
418,50.0
419,0.0
420,0.0
421,20.0
422,30.0
423,0.0
424,30.0
425,20.0
426,0.0
427,10.0
428,0.0
429,100.0
430,10.0
431,50.0
432,10.0
433,30.0
434,70.0
435,0.0
436,30.0
437,100.0
438,100.0
439,60.0
440,20.0
441,20.0
442,100.0
443,0.0
444,0.0
445,10.0
446,30.0
447,80.0
448,20.0
449,80.0
450,0.0
451,40.0
452,10.0
453,90.0
454,0.0
455,40.0
456,80.0
457,20.0
458,10.0
459,10.0
460,10.0
461,0.0
462,0.0
463,10.0
464,100.0
465,100.0
466,20.0
467,30.0
468,90.0
469,30.0
470,100.0
471,10.0
472,40.0
473,30.0
474,30.0
475,0.0
476,10.0
477,20.0
478,20.0
479,30.0
480,100.0
481,40.0
482,20.0
483,90.0
484,80.0
485,60.0
486,0.0
487,20.0
488,0.0
489,0.0
490,10.0
491,70.0
492,10.0
493,70.0
494,0.0
495,40.0
496,20.0
497,80.0
498,80.0
499,20.0
500,30.0
501,40.0
502,10.0
503,0.0
504,0.0
505,0.0
506,0.0
507,100.0
508,40.0
509,0.0
510,100.0
511,0.0
512,0.0
513,0.0
514,20.0
515,70.0
516,0.0
517,50.0
518,40.0
519,70.0
520,10.0
521,90.0
522,10.0
523,70.0
524,90.0
525,10.0
526,10.0
527,20.0
528,30.0
529,30.0
530,20.0
531,70.0
532,30.0
533,0.0
534,0.0
535,20.0
536,80.0
537,10.0
538,20.0
539,60.0
540,20.0
541,0.0
542,90.0
543,10.0
544,90.0
545,20.0
546,70.0
547,0.0
548,20.0
549,90.0
550,40.0
551,70.0
552,60.0
553,10.0
554,0.0
555,0.0
556,50.0
557,10.0
558,80.0
559,0.0
560,0.0
561,20.0
562,10.0
563,20.0
564,20.0
565,0.0
566,10.0
567,20.0
568,0.0
569,0.0
570,20.0
571,0.0
572,0.0
